0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0023,0.0033,0.0008,0.0001,3.5242,14.7699,0.021,0.0008,0.004,1661.46,145.4,1676.0,0.0,-9.702,93.0597,1676.0,222.0,1667.7467,0.0
0.0058,0.0079,0.0007,0.001,1.0448,2.5093,0.0228,0.0,0.0098,120.4,58.7706,88.0,17.7912,0.9174,1.9654,224.0,76.0,133.8492,1.0
0.0016,0.007,0.0003,0.0001,8.472,75.8309,0.0673,0.0001,0.0071,1463.46,125.4,1476.0,0.0,-9.702,93.0597,1476.0,222.0,1468.7692,0.0
0.0033,0.0076,0.0002,0.0003,2.5267,8.2286,0.0315,0.0,0.0083,870.14,689.5912,1454.0,71.1648,-0.2527,1.0936,1538.0,76.0,1108.1174,1.0
0.0016,0.002,0.0006,0.0004,2.2262,5.147,0.0108,0.0001,0.0026,1609.85,281.548,1676.0,0.0,-4.2547,16.8533,1676.0,222.0,1634.0421,0.0
0.0043,0.0183,0.0,0.0,6.0884,40.7587,0.1322,0.0,0.0187,909.56,575.0278,1270.0,94.8864,-0.695,1.5573,1430.0,76.0,1074.5463,1.0
0.014,0.0277,0.002,0.003,3.0584,11.577,0.117,0.0,0.0309,124.03,40.6494,88.0,2.9652,0.2076,1.0559,183.0,86.0,130.458,1.0
0.0027,0.0061,0.0002,0.0003,2.5037,8.1306,0.0275,0.0,0.0066,799.76,725.147,597.5,773.1759,0.1409,1.1119,1610.0,76.0,1077.1239,1.0
0.0018,0.0051,0.0004,0.0001,7.684,65.7193,0.0478,0.0002,0.0053,1431.33,222.9688,1476.0,0.0,-4.8027,21.7146,1476.0,222.0,1448.421,0.0
0.0023,0.0053,0.0003,0.0004,2.6334,8.9091,0.0222,0.0,0.0057,920.91,737.4662,1602.0,11.8608,-0.1957,1.11,1610.0,76.0,1177.4944,1.0
0.0037,0.0187,0.001,0.0001,8.729,78.6083,0.1811,0.0002,0.019,1369.36,288.0989,1448.0,0.0,-3.3208,9.1206,1448.0,320.0,1399.0417,0.0
0.0036,0.0183,0.0,0.0,6.4917,44.8362,0.1366,0.0,0.0185,1080.63,633.3038,1382.0,255.0072,-0.8664,1.8787,1602.0,76.0,1250.9293,1.0
0.0024,0.0058,0.0001,0.0002,3.0039,11.7388,0.0308,0.0,0.0063,1037.96,689.5574,1526.0,112.6776,-0.6372,1.4473,1602.0,76.0,1244.2248,1.0
0.0094,0.0188,0.0003,0.0003,2.3709,6.2185,0.1052,0.0001,0.021,1224.96,592.4132,1646.0,0.0,-0.8242,-1.1825,1646.0,232.0,1359.4009,0.0
0.0127,0.0102,0.0117,0.0145,0.264,1.6819,0.0316,0.0,0.0163,123.45,40.2252,88.0,0.0,0.2468,1.0692,183.0,88.0,129.7759,1.0
0.0016,0.0019,0.0006,0.0004,1.747,2.7796,0.009,0.0001,0.0024,1516.79,455.1638,1676.0,0.0,-2.4559,4.0734,1676.0,222.0,1582.9575,0.0
0.0004,0.0008,0.0001,0.0002,2.1604,2.8647,0.0027,0.0,0.0009,100.0,38.1914,100.0,56.3388,0.0,-2.0199,138.0,62.0,106.9766,1.0
0.0023,0.0055,0.0002,0.0003,2.5986,8.5618,0.023,0.0,0.006,923.37,726.0139,1321.5,427.7301,-0.212,1.1518,1610.0,76.0,1172.364,1.0
0.3191,0.5897,0.0721,0.1065,2.9912,10.4862,3.4473,0.0002,0.6679,442.96,452.9842,260.0,56.3388,2.0227,2.3394,1676.0,222.0,631.9464,0.0
0.0086,0.0113,0.0031,0.0046,1.8332,6.0052,0.0472,0.0,0.0141,127.71,43.0345,88.0,2.9652,0.149,1.0632,181.0,86.0,134.697,1.0
0.0141,0.026,0.0052,0.0076,3.1782,12.8082,0.1191,0.0,0.0295,126.1,40.6852,88.0,2.9652,0.0773,1.0119,172.0,76.0,132.4384,1.0
0.0029,0.0074,0.0002,0.0003,2.8105,9.5121,0.0315,0.0,0.0079,881.11,660.1921,1332.0,269.8332,-0.3476,1.1722,1526.0,76.0,1099.0223,1.0
0.004,0.0186,0.0,0.0,6.2551,42.3987,0.1361,0.0,0.0189,925.51,584.1916,1258.0,195.7032,-0.7009,1.6075,1590.0,76.0,1092.9025,1.0
0.0004,0.0001,0.0004,0.0,0.4106,4.2972,0.0008,0.0001,0.0004,1450.92,176.4444,1476.0,0.0,-6.7545,44.0648,1476.0,222.0,1461.5027,0.0
0.0144,0.0304,0.0019,0.0028,2.8703,10.1289,0.1193,0.0,0.0335,126.34,40.9778,88.0,2.9652,0.0841,1.0237,183.0,76.0,132.7561,1.0
0.0003,0.0007,0.0001,0.0001,3.1284,8.4636,0.003,0.0,0.0008,86.32,35.6308,62.0,0.0,0.7602,-1.4362,138.0,62.0,93.3167,1.0
0.002,0.0047,0.0,0.0001,2.8806,10.7703,0.0223,0.0,0.0051,972.53,736.0365,1602.0,11.8608,-0.3329,1.1518,1610.0,76.0,1217.4345,1.0
2.4209,6.1919,0.6365,0.9428,6.8834,56.0028,56.6046,0.0001,6.6194,780.98,650.4317,324.0,151.2252,0.5379,-1.6192,1676.0,222.0,1014.2783,0.0
0.0111,0.0084,0.0136,0.0083,0.0246,1.9174,0.0294,0.0,0.0139,120.18,40.0039,88.0,0.0,0.4129,1.1879,183.0,76.0,126.5999,1.0
0.4916,1.5383,0.016,0.0235,4.4495,21.3176,10.1096,0.0001,1.6076,336.27,324.0845,228.0,8.8956,3.5841,11.7396,1676.0,222.0,465.8948,0.0
0.0002,0.0002,0.0001,0.0001,2.4189,5.1184,0.001,0.0,0.0003,86.32,35.6308,62.0,0.0,0.7602,-1.4362,138.0,62.0,93.3167,1.0
0.0006,0.0014,0.0002,0.0002,3.8972,21.3064,0.0101,0.0,0.0015,84.8,35.003,62.0,0.0,0.8598,-1.2732,138.0,62.0,91.6733,1.0
0.0133,0.022,0.005,0.0074,3.4819,16.8483,0.1198,0.0,0.0256,122.45,40.8145,88.0,2.9652,0.3092,1.1625,204.0,76.0,129.0084,1.0
0.0001,0.0002,0.0,0.0,1.6512,1.3103,0.0007,0.0,0.0002,123.48,38.5166,138.0,29.652,-0.859,-1.045,158.0,62.0,129.2904,1.0
0.0159,0.0412,0.0003,0.0002,3.0403,9.6546,0.2203,0.0001,0.044,396.39,195.5339,288.0,53.3736,1.1588,-0.4782,752.0,228.0,441.5611,0.0
0.0055,0.0076,0.0008,0.0011,1.1437,2.7032,0.0226,0.0,0.0094,110.22,45.311,88.0,17.7912,1.1261,2.4386,198.0,76.0,119.084,1.0
0.0003,0.001,0.0001,0.0002,8.7356,80.1096,0.01,0.0,0.0011,92.4,37.4198,62.0,0.0,0.4021,-1.8565,138.0,62.0,99.6193,1.0
0.0027,0.007,0.0001,0.0002,3.1711,12.2657,0.0317,0.0,0.0074,894.27,656.3541,1362.0,323.2068,-0.3777,1.2224,1586.0,76.0,1107.3444,1.0
0.4456,0.9517,0.0218,0.0321,3.3392,12.9181,5.5035,0.0001,1.0465,497.73,467.2895,293.0,105.2646,1.6573,1.1133,1596.0,222.0,681.1101,0.0
0.0023,0.0054,0.0002,0.0003,2.7535,9.9679,0.027,0.0,0.0059,846.19,743.1368,678.0,892.5252,0.0155,1.0508,1610.0,76.0,1123.7292,1.0
0.0015,0.0023,0.0008,0.0001,4.3963,21.7478,0.0171,0.0003,0.0028,1469.47,304.0693,1596.0,0.0,-2.3665,4.1205,1596.0,532.0,1500.2919,0.0
0.0006,0.001,0.0001,0.0001,1.5438,0.4346,0.003,0.0,0.0012,84.8,35.003,62.0,0.0,0.8598,-1.2732,138.0,62.0,91.6733,1.0
0.0006,0.001,0.0002,0.0001,1.8115,1.353,0.0029,0.0,0.0011,81.0,33.0748,62.0,0.0,1.1374,-0.7131,138.0,62.0,87.43,1.0
0.0036,0.0089,0.0002,0.0002,4.0423,21.8106,0.0545,0.0,0.0096,796.02,586.7299,1182.0,373.6152,-0.3189,1.2216,1438.0,76.0,987.146,1.0
0.0131,0.0318,0.0005,0.0002,2.866,7.3017,0.1501,0.0003,0.0342,1662.58,134.2,1676.0,0.0,-9.702,93.0597,1676.0,334.0,1667.9334,0.0
0.0043,0.0183,0.0001,0.0001,6.1748,41.7939,0.1346,0.0,0.0187,945.28,632.5873,1334.0,266.868,-0.5688,1.412,1526.0,76.0,1135.6581,1.0
0.0029,0.0063,0.0005,0.0001,3.0336,8.2585,0.0295,0.0002,0.0069,1616.57,199.453,1676.0,0.0,-3.8569,16.2043,1676.0,444.0,1628.7057,0.0
0.0152,0.0305,0.0003,0.0003,2.2585,4.6114,0.1534,0.0001,0.0339,887.42,536.9091,632.0,512.2383,0.145,-1.846,1532.0,278.0,1035.8103,0.0
0.0004,0.0008,0.0001,0.0002,2.6535,5.7878,0.003,0.0,0.0009,107.72,40.2367,138.0,22.239,-0.2281,-1.8951,153.0,62.0,114.9191,1.0
0.002,0.0049,0.0,0.0,2.8668,10.3604,0.0227,0.0,0.0053,1061.46,717.8497,1610.0,0.0,-0.5939,1.3972,1610.0,76.0,1279.3953,1.0
0.0002,0.0002,0.0001,0.0001,2.475,5.3683,0.001,0.0,0.0003,87.52,37.5708,62.0,0.0,0.7925,-1.335,153.0,62.0,95.1693,1.0
0.0226,0.0474,0.0008,0.001,3.0355,10.2928,0.283,0.0001,0.0523,1099.38,636.3505,1521.0,229.803,-0.3553,-1.7102,1676.0,222.0,1268.6721,0.0
0.002,0.0048,0.0,0.0,2.7587,9.7094,0.0225,0.0,0.0052,1065.54,709.3832,1610.0,0.0,-0.6127,1.437,1610.0,76.0,1278.111,1.0
0.0196,0.0308,0.0066,0.0093,2.4404,6.6656,0.1732,0.0001,0.0364,732.56,509.314,440.0,225.3552,0.5995,-1.4948,1648.0,288.0,890.7586,0.0
0.0116,0.0249,0.0004,0.0004,4.1139,21.3387,0.1795,0.0001,0.0274,934.24,571.5584,1164.0,462.5712,-0.268,-1.8038,1476.0,222.0,1093.7169,0.0
0.0012,0.0017,0.0008,0.0,5.0957,28.5635,0.0136,0.0002,0.0021,1489.62,331.6932,1596.0,0.0,-3.2502,8.822,1596.0,264.0,1525.7418,0.0
0.2333,0.7578,0.0002,0.0001,4.0539,17.2174,4.4269,0.0002,0.7892,256.8,16.5999,258.0,0.0,0.9429,2.6688,302.0,222.0,257.3306,0.0
0.0013,0.0042,0.0002,0.0003,3.8093,16.599,0.0224,0.0,0.0044,936.56,714.4748,1323.5,424.7649,-0.2264,1.1663,1610.0,76.0,1175.8036,1.0
0.0002,0.0003,0.0001,0.0001,2.3312,4.4447,0.001,0.0,0.0003,88.28,37.8172,62.0,0.0,0.7443,-1.4105,153.0,62.0,95.9646,1.0
0.0054,0.0077,0.0007,0.001,1.1515,2.7461,0.0223,0.0,0.0094,114.86,48.8926,88.0,17.7912,0.8569,1.8751,198.0,76.0,124.7373,1.0
0.0642,0.2312,0.0011,0.0013,4.9097,26.6239,1.6807,0.0002,0.2388,868.3,584.6401,906.0,925.1424,0.1661,-1.7463,1617.0,222.0,1045.1464,0.0
0.0004,0.0008,0.0001,0.0001,2.1443,2.8233,0.0027,0.0,0.0009,100.76,38.1838,138.0,0.0,-0.0394,-2.0183,138.0,62.0,107.6847,1.0
0.0121,0.0121,0.0093,0.0124,1.1385,3.939,0.0491,0.0,0.0171,119.17,39.6663,88.0,1.4826,0.4554,1.2169,183.0,86.0,125.5355,1.0
0.0001,0.0002,0.0001,0.0001,1.3008,0.2792,0.0006,0.0,0.0002,110.64,36.6638,138.0,0.0,-0.5746,-1.6864,138.0,62.0,116.4989,1.0
0.0003,0.0011,0.0001,0.0002,8.0076,69.0783,0.01,0.0,0.0011,89.8,38.2596,62.0,0.0,0.6511,-1.543,153.0,62.0,97.5356,1.0
0.0022,0.0079,0.0003,0.0,5.4293,30.4012,0.057,0.0002,0.0082,1412.02,272.9182,1476.0,0.0,-4.0442,14.5648,1476.0,222.0,1437.8943,0.0
0.0023,0.0049,0.0001,0.0001,2.1987,6.4713,0.0185,0.0,0.0054,1068.27,680.2843,1454.0,201.6336,-0.727,1.5794,1594.0,76.0,1264.6579,1.0
0.0031,0.0093,0.0001,0.0002,4.3665,23.6026,0.057,0.0,0.0098,956.65,666.6508,1362.0,249.0768,-0.514,1.3218,1554.0,76.0,1164.1126,1.0
0.0004,0.0008,0.0001,0.0002,2.6112,5.5021,0.003,0.0,0.0009,104.56,37.9155,138.0,0.0,-0.2381,-1.9626,138.0,62.0,111.1575,1.0
0.0023,0.0054,0.0,0.0,2.6116,8.6871,0.0222,0.0,0.0058,990.31,709.3215,1602.0,11.8608,-0.3766,1.2675,1610.0,76.0,1216.0672,1.0
0.0082,0.0181,0.0006,0.0006,3.736,17.7346,0.1265,0.0001,0.0198,718.88,571.3403,304.0,0.0,0.9105,-0.9675,1664.0,304.0,916.49,0.0
0.0214,0.0959,0.0007,0.0006,6.5534,46.0597,0.8007,0.0002,0.0978,1580.8,301.6989,1664.0,0.0,-3.7153,12.5065,1664.0,288.0,1609.0496,0.0
0.0015,0.0048,0.0004,0.0001,7.4602,62.6602,0.0451,0.0001,0.0051,1438.38,214.994,1476.0,0.0,-5.4279,27.7401,1476.0,222.0,1454.1999,0.0
0.0033,0.0125,0.0005,0.0001,4.9386,24.6064,0.0783,0.0001,0.0129,1521.85,365.0581,1676.0,0.0,-2.3136,4.3234,1676.0,228.0,1564.5965,0.0
0.0102,0.0127,0.0007,0.0009,1.7618,5.4128,0.0736,0.0002,0.0163,249.16,3.9638,248.0,0.0,5.0226,24.6714,271.0,248.0,249.1912,0.0
0.0031,0.008,0.0001,0.0002,3.8287,19.7662,0.0484,0.0,0.0086,885.67,662.9706,1350.0,349.8936,-0.3373,1.197,1602.0,76.0,1104.3306,1.0
0.0022,0.0055,0.0001,0.0002,2.5595,8.2468,0.0214,0.0,0.0059,997.88,724.8582,1602.0,11.8608,-0.4151,1.2378,1610.0,76.0,1231.231,1.0
0.0377,0.0617,0.0019,0.0025,2.2419,5.4147,0.2988,0.0002,0.072,1137.83,513.1843,1476.0,0.0,-1.0176,-0.7923,1476.0,222.0,1247.1494,0.0
0.0023,0.0131,0.0,0.0,8.8229,83.7555,0.1269,0.0,0.0132,1147.96,590.5891,1466.0,65.2344,-1.2036,2.5184,1554.0,76.0,1289.62,1.0
0.0063,0.0081,0.001,0.0014,0.9267,2.2624,0.0231,0.0,0.0102,114.8,52.2743,88.0,17.7912,1.0795,2.3975,224.0,76.0,126.033,1.0
0.0031,0.0071,0.0002,0.0002,3.0734,13.5581,0.0425,0.0,0.0077,908.62,685.2274,1444.0,234.2508,-0.3342,1.173,1610.0,76.0,1135.9716,1.0
0.0071,0.022,0.0003,0.0002,4.8906,24.1532,0.1373,0.0001,0.023,1158.02,538.354,1476.0,0.0,-1.1052,-0.7527,1476.0,222.0,1275.9064,0.0
0.003,0.0144,0.0,0.0,8.1723,74.9071,0.1359,0.0,0.0146,1017.84,574.4053,1286.0,246.1116,-0.9076,2.0108,1610.0,76.0,1167.3218,1.0
0.0137,0.0111,0.0095,0.0124,0.5751,2.5141,0.0495,0.0,0.0176,126.36,40.4521,88.0,2.9652,0.1003,1.0315,183.0,86.0,132.6155,1.0
0.7225,1.2469,0.0811,0.12,2.4195,7.5725,7.4418,0.0001,1.4357,540.09,403.7556,414.0,275.7636,1.6913,2.2473,1646.0,222.0,673.1163,0.0
0.0002,0.0003,0.0001,0.0001,2.2722,3.8541,0.001,0.0,0.0003,101.52,38.1609,138.0,0.0,-0.0789,-2.0136,138.0,62.0,108.3882,1.0
0.0006,0.001,0.0002,0.0001,1.6206,0.6893,0.0029,0.0,0.0012,84.04,34.6596,62.0,0.0,0.9117,-1.1802,138.0,62.0,90.8405,1.0
0.0703,0.171,0.0065,0.0095,4.8009,27.3746,1.2918,0.0001,0.1841,946.17,688.0097,585.0,533.736,0.0814,-1.9466,1676.0,222.0,1167.8448,0.0
0.0456,0.2296,0.0004,0.0001,6.8262,46.7562,1.8544,0.0001,0.233,1206.5,642.5266,1676.0,0.0,-0.7222,-1.4163,1676.0,228.0,1365.4136,0.0
0.0031,0.0068,0.0002,0.0002,2.4071,8.2152,0.0333,0.0,0.0074,917.44,708.1646,1384.0,311.346,-0.2923,1.1374,1594.0,76.0,1156.7966,1.0
0.0005,0.0009,0.0002,0.0001,1.8093,1.347,0.0029,0.0,0.0011,81.0,33.0748,62.0,0.0,1.1374,-0.7131,138.0,62.0,87.43,1.0
0.0002,0.001,0.0,0.0,8.9015,82.5812,0.0101,0.0,0.001,125.2,32.2139,138.0,0.0,-1.3673,0.0676,153.0,62.0,129.2378,1.0
0.0047,0.0126,0.0005,0.0002,3.8107,15.7217,0.0805,0.0001,0.0134,1481.2,311.2471,1596.0,0.0,-2.903,7.7339,1596.0,222.0,1513.2282,0.0
0.0037,0.0174,0.0,0.0,6.4113,43.8324,0.1252,0.0,0.0177,924.69,588.5953,1268.0,216.4596,-0.6577,1.5673,1578.0,76.0,1094.5463,1.0
0.0136,0.0088,0.0152,0.0106,0.203,2.4352,0.0393,0.0,0.0162,125.1,40.527,88.0,0.0,0.1679,1.0403,183.0,86.0,131.4383,1.0
0.0006,0.001,0.0002,0.0001,1.8007,1.3181,0.0029,0.0,0.0011,81.76,33.5041,62.0,0.0,1.0779,-0.8462,138.0,62.0,88.295,1.0
